Entrance/Exit Statistics,,
Parameters,,
"Mon, Sep 12, 2022 12:00 AM to Mon, Feb 20, 2023 11:59 PM",,
Facilities: Recreation Center,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,
,Entrances,Exits
9:45 - 10:00 PM,59,0
10:00 - 10:15 PM,54,0
10:15 - 10:30 PM,44,0
10:30 - 10:45 PM,33,0
10:45 - 11:00 PM,21,0
11:00 - 11:15 PM,13,0
11:15 - 11:30 PM,3,0
11:30 - 11:45 PM,1,0
"Tue, Jan 24, 2023",6189,0
06:00 - 06:15 AM,104,0
06:15 - 06:30 AM,74,0
06:30 - 06:45 AM,56,0
06:45 - 07:00 AM,44,0
07:00 - 07:15 AM,37,0
07:15 - 07:30 AM,46,0
07:30 - 07:45 AM,51,0
07:45 - 08:00 AM,84,0
08:00 - 08:15 AM,108,0
08:15 - 08:30 AM,63,0
08:30 - 08:45 AM,61,0
08:45 - 9:00 AM,89,0
9:00 - 9:15 AM,159,0
9:15 - 9:30 AM,63,0
9:30 - 9:45 AM,96,0
"Tue, Feb 21 2023 2:45P",Page: 199/247,
Entrances,Exits,
9:45 - 10:00 AM,72,0
10:00 - 10:15 AM,169,0
10:15 - 10:30 AM,91,0
10:30 - 10:45 AM,63,0
10:45 - 11:00 AM,99,0
11:00 - 11:15 AM,214,0
11:15 - 11:30 AM,75,0
11:30 - 11:45 AM,72,0
11:45 - 12:00 AM,100,0
12:00 - 12:15 AM,133,0
12:15 - 12:30 AM,61,0
12:30 - 12:45 AM,49,0
12:45 - 01:00 PM,62,0
01:00 - 01:15 PM,91,0
01:15 - 01:30 PM,55,0
01:30 - 01:45 PM,58,0
01:45 - 02:00 PM,83,0
02:00 - 02:15 PM,142,0
02:15 - 02:30 PM,101,0
02:30 - 02:45 PM,69,0
02:45 - 03:00 PM,77,0
03:00 - 03:15 PM,124,0
03:15 - 03:30 PM,77,0
03:30 - 03:45 PM,50,0
03:45 - 04:00 PM,85,0
04:00 - 04:15 PM,160,0
04:15 - 04:30 PM,64,0
04:30 - 04:45 PM,79,0
04:45 - 05:00 PM,76,0
05:00 - 05:15 PM,88,0
05:15 - 05:30 PM,117,0
05:30 - 05:45 PM,123,0
05:45 - 06:00 PM,127,0
06:00 - 06:15 PM,211,0
06:15 - 06:30 PM,80,0
06:30 - 06:45 PM,93,0
06:45 - 07:00 PM,107,0
07:00 - 07:15 PM,137,0
07:15 - 07:30 PM,120,0
07:30 - 07:45 PM,91,0
"Tue, Feb 21 2023 2:45P",Page: 200/247,
Entrances,Exits,
07:45 - 08:00 PM,107,0
08:00 - 08:15 PM,96,0
08:15 - 08:30 PM,94,0
08:30 - 08:45 PM,116,0
08:45 - 9:00 PM,167,0
9:00 - 9:15 PM,138,0
9:15 - 9:30 PM,85,0
9:30 - 9:45 PM,96,0
9:45 - 10:00 PM,57,0
10:00 - 10:15 PM,53,0
10:15 - 10:30 PM,39,0
10:30 - 10:45 PM,31,0
10:45 - 11:00 PM,17,0
11:00 - 11:15 PM,11,0
11:15 - 11:30 PM,2,0
"Wed, Jan 25, 2023",5475,0
00:00 - 00:15 AM,1,0
05:45 - 06:00 AM,23,0
06:00 - 06:15 AM,101,0
06:15 - 06:30 AM,51,0
06:30 - 06:45 AM,30,0
06:45 - 07:00 AM,40,0
07:00 - 07:15 AM,37,0
07:15 - 07:30 AM,58,0
07:30 - 07:45 AM,46,0
07:45 - 08:00 AM,58,0
08:00 - 08:15 AM,79,0
08:15 - 08:30 AM,61,0
08:30 - 08:45 AM,67,0
08:45 - 9:00 AM,88,0
9:00 - 9:15 AM,112,0
9:15 - 9:30 AM,63,0
9:30 - 9:45 AM,55,0
9:45 - 10:00 AM,100,0
10:00 - 10:15 AM,198,0
10:15 - 10:30 AM,60,0
10:30 - 10:45 AM,50,0
10:45 - 11:00 AM,76,0
11:00 - 11:15 AM,143,0
11:15 - 11:30 AM,72,0
"Tue, Feb 21 2023 2:45P",Page: 201/247,
Entrances,Exits,
11:30 - 11:45 AM,81,0
11:45 - 12:00 AM,80,0
12:00 - 12:15 AM,173,0
12:15 - 12:30 AM,72,0
12:30 - 12:45 AM,60,0
12:45 - 01:00 PM,51,0
01:00 - 01:15 PM,98,0
01:15 - 01:30 PM,68,0
01:30 - 01:45 PM,58,0
01:45 - 02:00 PM,59,0
02:00 - 02:15 PM,149,0
02:15 - 02:30 PM,81,0
02:30 - 02:45 PM,68,0
02:45 - 03:00 PM,60,0
03:00 - 03:15 PM,136,0
03:15 - 03:30 PM,53,0
03:30 - 03:45 PM,76,0
03:45 - 04:00 PM,90,0
04:00 - 04:15 PM,160,0
04:15 - 04:30 PM,84,0
04:30 - 04:45 PM,86,0
04:45 - 05:00 PM,97,0
05:00 - 05:15 PM,109,0
05:15 - 05:30 PM,110,0
05:30 - 05:45 PM,103,0
05:45 - 06:00 PM,129,0
06:00 - 06:15 PM,120,0
06:15 - 06:30 PM,107,0
06:30 - 06:45 PM,90,0
06:45 - 07:00 PM,61,0
07:00 - 07:15 PM,67,0
07:15 - 07:30 PM,100,0
07:30 - 07:45 PM,92,0
07:45 - 08:00 PM,84,0
08:00 - 08:15 PM,87,0
08:15 - 08:30 PM,77,0
08:30 - 08:45 PM,77,0
08:45 - 9:00 PM,65,0
9:00 - 9:15 PM,71,0
9:15 - 9:30 PM,68,0
"Tue, Feb 21 2023 2:45P",Page: 202/247,
Entrances,Exits,
9:30 - 9:45 PM,62,0
9:45 - 10:00 PM,36,0
10:00 - 10:15 PM,40,0
10:15 - 10:30 PM,46,0
10:30 - 10:45 PM,29,0
10:45 - 11:00 PM,24,0
11:00 - 11:15 PM,8,0
11:15 - 11:30 PM,2,0
11:30 - 11:45 PM,2,0
"Thu, Jan 26, 2023",5083,0
06:00 - 06:15 AM,102,0
06:15 - 06:30 AM,41,0
06:30 - 06:45 AM,41,0
06:45 - 07:00 AM,40,0
07:00 - 07:15 AM,34,0
07:15 - 07:30 AM,44,0
07:30 - 07:45 AM,40,0
07:45 - 08:00 AM,53,0
08:00 - 08:15 AM,79,0
08:15 - 08:30 AM,42,0
08:30 - 08:45 AM,56,0
08:45 - 9:00 AM,76,0
9:00 - 9:15 AM,139,0
9:15 - 9:30 AM,62,0
9:30 - 9:45 AM,65,0
9:45 - 10:00 AM,62,0
10:00 - 10:15 AM,109,0
10:15 - 10:30 AM,88,0
10:30 - 10:45 AM,49,0
10:45 - 11:00 AM,108,0
11:00 - 11:15 AM,196,0
11:15 - 11:30 AM,75,0
11:30 - 11:45 AM,60,0
11:45 - 12:00 AM,103,0
12:00 - 12:15 AM,118,0
12:15 - 12:30 AM,69,0
12:30 - 12:45 AM,50,0
12:45 - 01:00 PM,53,0
01:00 - 01:15 PM,91,0
01:15 - 01:30 PM,35,0
"Tue, Feb 21 2023 2:45P",Page: 203/247,
Entrances,Exits,
01:30 - 01:45 PM,80,0
01:45 - 02:00 PM,86,0
02:00 - 02:15 PM,143,0
02:15 - 02:30 PM,71,0
02:30 - 02:45 PM,74,0
02:45 - 03:00 PM,79,0
03:00 - 03:15 PM,122,0
03:15 - 03:30 PM,78,0
03:30 - 03:45 PM,71,0
03:45 - 04:00 PM,87,0
04:00 - 04:15 PM,123,0
04:15 - 04:30 PM,79,0
04:30 - 04:45 PM,86,0
04:45 - 05:00 PM,89,0
05:00 - 05:15 PM,87,0
05:15 - 05:30 PM,91,0
05:30 - 05:45 PM,84,0
05:45 - 06:00 PM,79,0
06:00 - 06:15 PM,105,0
06:15 - 06:30 PM,95,0
06:30 - 06:45 PM,80,0
06:45 - 07:00 PM,78,0
07:00 - 07:15 PM,92,0
07:15 - 07:30 PM,84,0
07:30 - 07:45 PM,83,0
07:45 - 08:00 PM,92,0
08:00 - 08:15 PM,73,0
08:15 - 08:30 PM,70,0
08:30 - 08:45 PM,56,0
08:45 - 9:00 PM,48,0
9:00 - 9:15 PM,55,0
9:15 - 9:30 PM,54,0
9:30 - 9:45 PM,54,0
9:45 - 10:00 PM,37,0
10:00 - 10:15 PM,36,0
10:15 - 10:30 PM,32,0
10:30 - 10:45 PM,29,0
10:45 - 11:00 PM,25,0
11:00 - 11:15 PM,13,0
11:15 - 11:30 PM,1,0
"Tue, Feb 21 2023 2:45P",Page: 204/247,
Entrances,Exits,
11:30 - 11:45 PM,2,0
"Fri, Jan 27, 2023",4445,0
06:00 - 06:15 AM,67,0
06:15 - 06:30 AM,35,0
06:30 - 06:45 AM,36,0
06:45 - 07:00 AM,24,0
07:00 - 07:15 AM,20,0
07:15 - 07:30 AM,17,0
07:30 - 07:45 AM,31,0
07:45 - 08:00 AM,24,0
08:00 - 08:15 AM,46,0
08:15 - 08:30 AM,40,0
08:30 - 08:45 AM,50,0
08:45 - 9:00 AM,101,0
9:00 - 9:15 AM,119,0
9:15 - 9:30 AM,52,0
9:30 - 9:45 AM,38,0
9:45 - 10:00 AM,62,0
10:00 - 10:15 AM,122,0
10:15 - 10:30 AM,80,0
10:30 - 10:45 AM,45,0
10:45 - 11:00 AM,54,0
11:00 - 11:15 AM,93,0
11:15 - 11:30 AM,70,0
11:30 - 11:45 AM,61,0
11:45 - 12:00 AM,92,0
12:00 - 12:15 AM,136,0
12:15 - 12:30 AM,70,0
12:30 - 12:45 AM,79,0
12:45 - 01:00 PM,85,0
01:00 - 01:15 PM,115,0
01:15 - 01:30 PM,103,0
01:30 - 01:45 PM,70,0
01:45 - 02:00 PM,85,0
02:00 - 02:15 PM,110,0
02:15 - 02:30 PM,82,0
02:30 - 02:45 PM,79,0
02:45 - 03:00 PM,83,0
03:00 - 03:15 PM,138,0
03:15 - 03:30 PM,83,0
"Tue, Feb 21 2023 2:45P",Page: 205/247,
Entrances,Exits,
03:30 - 03:45 PM,52,0
03:45 - 04:00 PM,86,0
04:00 - 04:15 PM,128,0
04:15 - 04:30 PM,103,0
04:30 - 04:45 PM,68,0
04:45 - 05:00 PM,81,0
05:00 - 05:15 PM,101,0
05:15 - 05:30 PM,98,0
05:30 - 05:45 PM,71,0
05:45 - 06:00 PM,70,0
06:00 - 06:15 PM,79,0
06:15 - 06:30 PM,43,0
06:30 - 06:45 PM,44,0
06:45 - 07:00 PM,71,0
07:00 - 07:15 PM,72,0
07:15 - 07:30 PM,45,0
07:30 - 07:45 PM,51,0
07:45 - 08:00 PM,43,0
08:00 - 08:15 PM,41,0
08:15 - 08:30 PM,51,0
08:30 - 08:45 PM,41,0
08:45 - 9:00 PM,43,0
9:00 - 9:15 PM,38,0
9:15 - 9:30 PM,24,0
9:30 - 9:45 PM,35,0
9:45 - 10:00 PM,48,0
10:00 - 10:15 PM,21,0
10:15 - 10:30 PM,30,0
10:30 - 10:45 PM,38,0
10:45 - 11:00 PM,10,0
11:00 - 11:15 PM,16,0
11:15 - 11:30 PM,3,0
11:30 - 11:45 PM,3,0
"Sat, Jan 28, 2023",2975,0
08:00 - 08:15 AM,57,0
08:15 - 08:30 AM,47,0
08:30 - 08:45 AM,43,0
08:45 - 9:00 AM,48,0
9:00 - 9:15 AM,50,0
9:15 - 9:30 AM,42,0
"Tue, Feb 21 2023 2:45P",Page: 206/247,
Entrances,Exits,
9:30 - 9:45 AM,69,0
9:45 - 10:00 AM,77,0
10:00 - 10:15 AM,84,0
10:15 - 10:30 AM,76,0
10:30 - 10:45 AM,50,0
10:45 - 11:00 AM,94,0
11:00 - 11:15 AM,81,0
11:15 - 11:30 AM,55,0
11:30 - 11:45 AM,57,0
11:45 - 12:00 AM,79,0
12:00 - 12:15 AM,74,0
12:15 - 12:30 AM,66,0
12:30 - 12:45 AM,76,0
12:45 - 01:00 PM,68,0
01:00 - 01:15 PM,64,0
01:15 - 01:30 PM,71,0
01:30 - 01:45 PM,50,0
01:45 - 02:00 PM,53,0
02:00 - 02:15 PM,34,0
02:15 - 02:30 PM,53,0
02:30 - 02:45 PM,42,0
02:45 - 03:00 PM,59,0
03:00 - 03:15 PM,81,0
03:15 - 03:30 PM,65,0
03:30 - 03:45 PM,62,0
03:45 - 04:00 PM,34,0
04:00 - 04:15 PM,61,0
04:15 - 04:30 PM,65,0
04:30 - 04:45 PM,58,0
04:45 - 05:00 PM,50,0
05:00 - 05:15 PM,69,0
05:15 - 05:30 PM,59,0
05:30 - 05:45 PM,58,0
05:45 - 06:00 PM,55,0
06:00 - 06:15 PM,35,0
06:15 - 06:30 PM,51,0
06:30 - 06:45 PM,46,0
06:45 - 07:00 PM,33,0
07:00 - 07:15 PM,52,0
07:15 - 07:30 PM,51,0
"Tue, Feb 21 2023 2:45P",Page: 207/247,
,Entrances,Exits
07:30 - 07:45 PM,31,0
07:45 - 08:00 PM,43,0
08:00 - 08:15 PM,37,0
08:15 - 08:30 PM,34,0
08:30 - 08:45 PM,36,0
08:45 - 9:00 PM,40,0
9:00 - 9:15 PM,22,0
9:15 - 9:30 PM,15,0
9:30 - 9:45 PM,10,0
9:45 - 10:00 PM,3,0
Week: 01/29/2023 - 02/04/2023,31904,0
"Sun, Jan 29, 2023",2919,0
08:00 - 08:15 AM,64,0
08:15 - 08:30 AM,32,0
08:30 - 08:45 AM,30,0
08:45 - 9:00 AM,20,0
9:00 - 9:15 AM,26,0
9:15 - 9:30 AM,24,0
9:30 - 9:45 AM,57,0
9:45 - 10:00 AM,52,0
10:00 - 10:15 AM,37,0
10:15 - 10:30 AM,50,0
10:30 - 10:45 AM,50,0
10:45 - 11:00 AM,47,0
11:00 - 11:15 AM,77,0
11:15 - 11:30 AM,40,0
11:30 - 11:45 AM,52,0
11:45 - 12:00 AM,41,0
12:00 - 12:15 AM,51,0
12:15 - 12:30 AM,49,0
12:30 - 12:45 AM,45,0
12:45 - 01:00 PM,43,0
01:00 - 01:15 PM,36,0
01:15 - 01:30 PM,35,0
01:30 - 01:45 PM,38,0
01:45 - 02:00 PM,40,0
02:00 - 02:15 PM,41,0
02:15 - 02:30 PM,46,0
02:30 - 02:45 PM,52,0
02:45 - 03:00 PM,76,0
"Tue, Feb 21 2023 2:45P",Page: 208/247,
Entrances,Exits,
03:00 - 03:15 PM,52,0
03:15 - 03:30 PM,69,0
03:30 - 03:45 PM,62,0
03:45 - 04:00 PM,80,0
04:00 - 04:15 PM,58,0
04:15 - 04:30 PM,63,0
04:30 - 04:45 PM,56,0
04:45 - 05:00 PM,106,0
05:00 - 05:15 PM,109,0
05:15 - 05:30 PM,59,0
05:30 - 05:45 PM,62,0
05:45 - 06:00 PM,69,0
06:00 - 06:15 PM,61,0
06:15 - 06:30 PM,59,0
06:30 - 06:45 PM,51,0
06:45 - 07:00 PM,78,0
07:00 - 07:15 PM,74,0
07:15 - 07:30 PM,84,0
07:30 - 07:45 PM,62,0
07:45 - 08:00 PM,63,0
08:00 - 08:15 PM,69,0
08:15 - 08:30 PM,78,0
08:30 - 08:45 PM,43,0
08:45 - 9:00 PM,38,0
9:00 - 9:15 PM,37,0
9:15 - 9:30 PM,19,0
9:30 - 9:45 PM,6,0
9:45 - 10:00 PM,1,0
"Mon, Jan 30, 2023",5681,0
05:45 - 06:00 AM,26,0
06:00 - 06:15 AM,96,0
06:15 - 06:30 AM,49,0
06:30 - 06:45 AM,40,0
06:45 - 07:00 AM,25,0
07:00 - 07:15 AM,50,0
07:15 - 07:30 AM,39,0
07:30 - 07:45 AM,52,0
07:45 - 08:00 AM,43,0
08:00 - 08:15 AM,72,0
08:15 - 08:30 AM,61,0
"Tue, Feb 21 2023 2:45P",Page: 209/247,
Entrances,Exits,
08:30 - 08:45 AM,80,0
08:45 - 9:00 AM,93,0
9:00 - 9:15 AM,143,0
9:15 - 9:30 AM,45,0
9:30 - 9:45 AM,59,0
9:45 - 10:00 AM,73,0
10:00 - 10:15 AM,142,0
10:15 - 10:30 AM,69,0
10:30 - 10:45 AM,53,0
10:45 - 11:00 AM,55,0
11:00 - 11:15 AM,138,0
11:15 - 11:30 AM,65,0
11:30 - 11:45 AM,55,0
11:45 - 12:00 AM,75,0
12:00 - 12:15 AM,147,0
12:15 - 12:30 AM,79,0
12:30 - 12:45 AM,49,0
12:45 - 01:00 PM,57,0
01:00 - 01:15 PM,74,0
01:15 - 01:30 PM,64,0
01:30 - 01:45 PM,57,0
01:45 - 02:00 PM,69,0
02:00 - 02:15 PM,152,0
02:15 - 02:30 PM,85,0
02:30 - 02:45 PM,76,0
02:45 - 03:00 PM,66,0
03:00 - 03:15 PM,114,0
03:15 - 03:30 PM,75,0
03:30 - 03:45 PM,52,0
03:45 - 04:00 PM,122,0
04:00 - 04:15 PM,150,0
04:15 - 04:30 PM,100,0
04:30 - 04:45 PM,95,0
04:45 - 05:00 PM,108,0
05:00 - 05:15 PM,149,0
05:15 - 05:30 PM,117,0
05:30 - 05:45 PM,136,0
05:45 - 06:00 PM,134,0
06:00 - 06:15 PM,163,0
06:15 - 06:30 PM,154,0
"Tue, Feb 21 2023 2:45P",Page: 210/247,
Entrances,Exits,
06:30 - 06:45 PM,117,0
06:45 - 07:00 PM,93,0
07:00 - 07:15 PM,100,0
07:15 - 07:30 PM,100,0
07:30 - 07:45 PM,76,0
07:45 - 08:00 PM,78,0
08:00 - 08:15 PM,126,0
08:15 - 08:30 PM,75,0
08:30 - 08:45 PM,63,0
08:45 - 9:00 PM,108,0
9:00 - 9:15 PM,92,0
9:15 - 9:30 PM,55,0
9:30 - 9:45 PM,55,0
9:45 - 10:00 PM,63,0
10:00 - 10:15 PM,47,0
10:15 - 10:30 PM,33,0
10:30 - 10:45 PM,17,0
10:45 - 11:00 PM,14,0
11:00 - 11:15 PM,23,0
11:15 - 11:30 PM,3,0
11:45 - 00:00 AM,1,0
"Tue, Jan 31, 2023",6041,0
05:45 - 06:00 AM,29,0
06:00 - 06:15 AM,68,0
06:15 - 06:30 AM,70,0
06:30 - 06:45 AM,76,0
06:45 - 07:00 AM,31,0
07:00 - 07:15 AM,50,0
07:15 - 07:30 AM,41,0
07:30 - 07:45 AM,52,0
07:45 - 08:00 AM,70,0
08:00 - 08:15 AM,107,0
08:15 - 08:30 AM,49,0
08:30 - 08:45 AM,36,0
08:45 - 9:00 AM,86,0
9:00 - 9:15 AM,155,0
9:15 - 9:30 AM,55,0
9:30 - 9:45 AM,73,0
9:45 - 10:00 AM,48,0
10:00 - 10:15 AM,139,0
"Tue, Feb 21 2023 2:45P",Page: 211/247,
Entrances,Exits,
10:15 - 10:30 AM,70,0
10:30 - 10:45 AM,58,0
10:45 - 11:00 AM,105,0
11:00 - 11:15 AM,208,0
11:15 - 11:30 AM,73,0
11:30 - 11:45 AM,76,0
11:45 - 12:00 AM,81,0
12:00 - 12:15 AM,108,0
12:15 - 12:30 AM,52,0
12:30 - 12:45 AM,62,0
12:45 - 01:00 PM,61,0
01:00 - 01:15 PM,92,0
01:15 - 01:30 PM,50,0
01:30 - 01:45 PM,57,0
01:45 - 02:00 PM,91,0
02:00 - 02:15 PM,141,0
02:15 - 02:30 PM,52,0
02:30 - 02:45 PM,65,0
02:45 - 03:00 PM,71,0
03:00 - 03:15 PM,120,0
03:15 - 03:30 PM,72,0
03:30 - 03:45 PM,63,0
03:45 - 04:00 PM,71,0
04:00 - 04:15 PM,155,0
04:15 - 04:30 PM,82,0
04:30 - 04:45 PM,87,0
04:45 - 05:00 PM,92,0
05:00 - 05:15 PM,122,0
05:15 - 05:30 PM,90,0
05:30 - 05:45 PM,116,0
05:45 - 06:00 PM,146,0
06:00 - 06:15 PM,222,0
06:15 - 06:30 PM,87,0
06:30 - 06:45 PM,104,0
06:45 - 07:00 PM,106,0
07:00 - 07:15 PM,142,0
07:15 - 07:30 PM,123,0
07:30 - 07:45 PM,105,0
07:45 - 08:00 PM,106,0
08:00 - 08:15 PM,90,0
"Tue, Feb 21 2023 2:45P",Page: 212/247,
Entrances,Exits,
08:15 - 08:30 PM,160,0
08:30 - 08:45 PM,189,0
08:45 - 9:00 PM,136,0
9:00 - 9:15 PM,105,0
9:15 - 9:30 PM,88,0
9:30 - 9:45 PM,53,0
9:45 - 10:00 PM,59,0
10:00 - 10:15 PM,52,0
10:15 - 10:30 PM,34,0
10:30 - 10:45 PM,28,0
10:45 - 11:00 PM,12,0
11:00 - 11:15 PM,13,0
11:15 - 11:30 PM,3,0
"Wed, Feb 1, 2023",5552,0
05:45 - 06:00 AM,9,0
06:00 - 06:15 AM,116,0
06:15 - 06:30 AM,44,0
06:30 - 06:45 AM,41,0
06:45 - 07:00 AM,35,0
07:00 - 07:15 AM,42,0
07:15 - 07:30 AM,49,0
07:30 - 07:45 AM,51,0
07:45 - 08:00 AM,38,0
08:00 - 08:15 AM,60,0
08:15 - 08:30 AM,75,0
08:30 - 08:45 AM,92,0
08:45 - 9:00 AM,85,0
9:00 - 9:15 AM,127,0
9:15 - 9:30 AM,53,0
9:30 - 9:45 AM,56,0
9:45 - 10:00 AM,61,0
10:00 - 10:15 AM,167,0
10:15 - 10:30 AM,68,0
10:30 - 10:45 AM,42,0
10:45 - 11:00 AM,62,0
11:00 - 11:15 AM,117,0
11:15 - 11:30 AM,65,0
11:30 - 11:45 AM,44,0
11:45 - 12:00 AM,91,0
12:00 - 12:15 AM,157,0
"Tue, Feb 21 2023 2:45P",Page: 213/247,
Entrances,Exits,
12:15 - 12:30 AM,64,0
12:30 - 12:45 AM,52,0
12:45 - 01:00 PM,61,0
01:00 - 01:15 PM,95,0
01:15 - 01:30 PM,70,0
01:30 - 01:45 PM,61,0
01:45 - 02:00 PM,79,0
02:00 - 02:15 PM,136,0
02:15 - 02:30 PM,67,0
02:30 - 02:45 PM,70,0
02:45 - 03:00 PM,67,0
03:00 - 03:15 PM,114,0
03:15 - 03:30 PM,64,0
03:30 - 03:45 PM,68,0
03:45 - 04:00 PM,108,0
04:00 - 04:15 PM,159,0
04:15 - 04:30 PM,94,0
04:30 - 04:45 PM,70,0
04:45 - 05:00 PM,82,0
05:00 - 05:15 PM,117,0
05:15 - 05:30 PM,116,0
05:30 - 05:45 PM,94,0
05:45 - 06:00 PM,118,0
06:00 - 06:15 PM,156,0
06:15 - 06:30 PM,149,0
06:30 - 06:45 PM,127,0
06:45 - 07:00 PM,97,0
07:00 - 07:15 PM,88,0
07:15 - 07:30 PM,94,0
07:30 - 07:45 PM,102,0
07:45 - 08:00 PM,98,0
08:00 - 08:15 PM,116,0
08:15 - 08:30 PM,84,0
08:30 - 08:45 PM,57,0
08:45 - 9:00 PM,58,0
9:00 - 9:15 PM,89,0
9:15 - 9:30 PM,85,0
9:30 - 9:45 PM,71,0
9:45 - 10:00 PM,49,0
10:00 - 10:15 PM,36,0
"Tue, Feb 21 2023 2:45P",Page: 214/247,
Entrances,Exits,
10:15 - 10:30 PM,56,0
10:30 - 10:45 PM,24,0
10:45 - 11:00 PM,22,0
11:00 - 11:15 PM,13,0
11:15 - 11:30 PM,6,0
11:30 - 11:45 PM,2,0
"Thu, Feb 2, 2023",4929,0
05:45 - 06:00 AM,7,0
06:00 - 06:15 AM,67,0
06:15 - 06:30 AM,58,0
06:30 - 06:45 AM,51,0
06:45 - 07:00 AM,27,0
07:00 - 07:15 AM,37,0
07:15 - 07:30 AM,30,0
07:30 - 07:45 AM,43,0
07:45 - 08:00 AM,43,0
08:00 - 08:15 AM,96,0
08:15 - 08:30 AM,37,0
08:30 - 08:45 AM,37,0
08:45 - 9:00 AM,80,0
9:00 - 9:15 AM,141,0
9:15 - 9:30 AM,57,0
9:30 - 9:45 AM,72,0
9:45 - 10:00 AM,64,0
10:00 - 10:15 AM,113,0
10:15 - 10:30 AM,77,0
10:30 - 10:45 AM,65,0
10:45 - 11:00 AM,91,0
11:00 - 11:15 AM,186,0
11:15 - 11:30 AM,68,0
11:30 - 11:45 AM,72,0
11:45 - 12:00 AM,70,0
12:00 - 12:15 AM,99,0
12:15 - 12:30 AM,44,0
12:30 - 12:45 AM,49,0
12:45 - 01:00 PM,58,0
01:00 - 01:15 PM,88,0
01:15 - 01:30 PM,53,0
01:30 - 01:45 PM,62,0
01:45 - 02:00 PM,80,0
"Tue, Feb 21 2023 2:45P",Page: 215/247,
Entrances,Exits,
02:00 - 02:15 PM,134,0
02:15 - 02:30 PM,77,0
02:30 - 02:45 PM,65,0
02:45 - 03:00 PM,81,0
03:00 - 03:15 PM,104,0
03:15 - 03:30 PM,62,0
03:30 - 03:45 PM,61,0
03:45 - 04:00 PM,78,0
04:00 - 04:15 PM,146,0
04:15 - 04:30 PM,70,0
04:30 - 04:45 PM,74,0
04:45 - 05:00 PM,69,0
05:00 - 05:15 PM,98,0
05:15 - 05:30 PM,89,0
05:30 - 05:45 PM,113,0
05:45 - 06:00 PM,71,0
06:00 - 06:15 PM,107,0
06:15 - 06:30 PM,92,0
06:30 - 06:45 PM,68,0
06:45 - 07:00 PM,113,0
07:00 - 07:15 PM,89,0
07:15 - 07:30 PM,76,0
07:30 - 07:45 PM,53,0
07:45 - 08:00 PM,60,0
08:00 - 08:15 PM,65,0
08:15 - 08:30 PM,85,0
08:30 - 08:45 PM,52,0
08:45 - 9:00 PM,89,0
9:00 - 9:15 PM,67,0
9:15 - 9:30 PM,66,0
9:30 - 9:45 PM,39,0
9:45 - 10:00 PM,40,0
10:00 - 10:15 PM,39,0
10:15 - 10:30 PM,45,0
10:30 - 10:45 PM,31,0
10:45 - 11:00 PM,26,0
11:00 - 11:15 PM,11,0
11:15 - 11:30 PM,1,0
11:30 - 11:45 PM,1,0
"Fri, Feb 3, 2023",4150,0
"Tue, Feb 21 2023 2:45P",Page: 216/247,
Entrances,Exits,
05:45 - 06:00 AM,12,0
06:00 - 06:15 AM,56,0
06:15 - 06:30 AM,38,0
06:30 - 06:45 AM,22,0
06:45 - 07:00 AM,15,0
07:00 - 07:15 AM,19,0
07:15 - 07:30 AM,21,0
07:30 - 07:45 AM,32,0
07:45 - 08:00 AM,37,0
08:00 - 08:15 AM,65,0
08:15 - 08:30 AM,29,0
08:30 - 08:45 AM,44,0
08:45 - 9:00 AM,114,0
9:00 - 9:15 AM,84,0
9:15 - 9:30 AM,43,0
9:30 - 9:45 AM,50,0
9:45 - 10:00 AM,55,0
10:00 - 10:15 AM,81,0
10:15 - 10:30 AM,71,0
10:30 - 10:45 AM,59,0
10:45 - 11:00 AM,75,0
11:00 - 11:15 AM,74,0
11:15 - 11:30 AM,66,0
11:30 - 11:45 AM,48,0
11:45 - 12:00 AM,82,0
12:00 - 12:15 AM,107,0
12:15 - 12:30 AM,67,0
12:30 - 12:45 AM,74,0
12:45 - 01:00 PM,53,0
01:00 - 01:15 PM,102,0
01:15 - 01:30 PM,66,0
01:30 - 01:45 PM,79,0
01:45 - 02:00 PM,56,0
02:00 - 02:15 PM,98,0
02:15 - 02:30 PM,86,0
02:30 - 02:45 PM,71,0
02:45 - 03:00 PM,67,0
03:00 - 03:15 PM,101,0
03:15 - 03:30 PM,81,0
03:30 - 03:45 PM,79,0
"Tue, Feb 21 2023 2:45P",Page: 217/247,
Entrances,Exits,
03:45 - 04:00 PM,93,0
04:00 - 04:15 PM,154,0
04:15 - 04:30 PM,96,0
04:30 - 04:45 PM,71,0
04:45 - 05:00 PM,107,0
05:00 - 05:15 PM,76,0
05:15 - 05:30 PM,58,0
05:30 - 05:45 PM,75,0
05:45 - 06:00 PM,56,0
06:00 - 06:15 PM,82,0
06:15 - 06:30 PM,77,0
06:30 - 06:45 PM,51,0
06:45 - 07:00 PM,81,0
07:00 - 07:15 PM,62,0
07:15 - 07:30 PM,49,0
07:30 - 07:45 PM,41,0
07:45 - 08:00 PM,34,0
08:00 - 08:15 PM,43,0
08:15 - 08:30 PM,31,0
08:30 - 08:45 PM,39,0
08:45 - 9:00 PM,26,0
9:00 - 9:15 PM,46,0
9:15 - 9:30 PM,45,0
9:30 - 9:45 PM,34,0
9:45 - 10:00 PM,38,0
10:00 - 10:15 PM,29,0
